area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
"73,67 m²",listing_no_promo,45p7U,,,Spechouse Sp. z o.o.,429000,5823,5 pokoi,Mieszkanie na sprzedaż:,Do remontu przy Parku Wilsona,60393574,https://www.otodom.pl/oferta/do-remontu-przy-parku-wilsona-ID45p7U.html#6a0d9fc25c,52.3987991,16.9041812
"87,52 m²",listing_no_promo,45cKe,,,Spechouse Sp. z o.o.,679000,7758,3 pokoje,Mieszkanie na sprzedaż:,Piękne trzy kawalerki przy Targach,60345978,https://www.otodom.pl/oferta/piekne-trzy-kawalerki-przy-targach-ID45cKe.html#6a0d9fc25c,52.3987991,16.9041812
45 m²,listing_no_promo,45hIv,,,Spechouse Sp. z o.o.,289000,6422,2 pokoje,Mieszkanie na sprzedaż:,Cudne mieszkanko w wieżyczce w nowej kamienicy,60365092,https://www.otodom.pl/oferta/cudne-mieszkanko-w-wiezyczce-w-nowej-kamienicy-ID45hIv.html#6a0d9fc25c,52.3984454,16.9063979
"26,04 m²",listing_no_promo,45y8W,,,Ślemp Nieruchomości Radosław Ślemp,239568,9200,1 pokój,Mieszkanie na sprzedaż:,Kawalerka w pięknej kamienicy obok Parku Willsona,60428233,https://www.otodom.pl/oferta/kawalerka-w-pieknej-kamienicy-obok-parku-willsona-ID45y8W.html#6a0d9fc25c,52.3999742,16.8989233
"106,57 m²",listing_no_promo,45L6N,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,895188,8400,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 106,57 m², Poznań",60478073,https://www.otodom.pl/oferta/mieszkanie-106-57-m-poznan-ID45L6N.html#6a0d9fc25c,52.3984733,16.9000111
"125,29 m²",listing_no_promo,45L6M,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,94705706,7559,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 125,29 m², Poznań",60478072,https://www.otodom.pl/oferta/mieszkanie-125-29-m-poznan-ID45L6M.html#6a0d9fc25c,52.3984733,16.9000111
"138,99 m²",listing_no_promo,45L6L,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,1125819,8100,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 138,99 m², Poznań",60478071,https://www.otodom.pl/oferta/mieszkanie-138-99-m-poznan-ID45L6L.html#6a0d9fc25c,52.3984733,16.9000111
"108,49 m²",listing_no_promo,45L6K,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,857071,7900,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 108,49 m², Poznań",60478070,https://www.otodom.pl/oferta/mieszkanie-108-49-m-poznan-ID45L6K.html#6a0d9fc25c,52.3984733,16.9000111
"27,10 m²",listing_no_promo,45K4r,,,Immo House,392950,14500,1 pokój,Mieszkanie na sprzedaż:,"Kawalerka, Zabytkowa, Zrewitalizowana Kamienica!",60474083,https://www.otodom.pl/oferta/kawalerka-zabytkowa-zrewitalizowana-kamienica-ID45K4r.html#6a0d9fc25c,52.39544,16.89581
"57,55 m²",listing_no_promo,45K4t,,,Immo House,690600,12000,2 pokoje,Mieszkanie na sprzedaż:,"2-Pokojowy Apartamentowiec, Zabytkowa Kamienica!",60474085,https://www.otodom.pl/oferta/2-pokojowy-apartamentowiec-zabytkowa-kamienica-ID45K4t.html#6a0d9fc25c,52.39544,16.89581
